subscription_name,subscription_id,environment,location,cost_center,tbe_resource_group_name,storage_account_state_name,diagnostics_resource_group_name,diagnostics_storage_account_name,state_resoucre_group_name,network_resource_group_name,virtual_network_name,virtual_network_address_space,virtual_network_dns_servers,network_security_group_name,subnet_name1,subnet1_ip_address,service_endpoints1,subnet_name2,subnet2_ip_address,service_endpoints2,subnet_name3,subnet3_ip_address,service_endpoints3,subnet_name4,subnet4_ip_address,service_endpoints4,subnet_name5,subnet5_ip_address,service_endpoints5,service_endpoints_reference,public_ip_name,pip_allocation_method,key_vault_name,key_vault_resource_group_name,virtual_network_gateway_name,network_gateway_subnet_name,gateway_subnet_ip_addresses,client_address_space,root_certificate_name
DansPersonalPortal,54b6a397-5a22-4c27-8fc1-df1d4efd63e6,prod,eastus,dji_portal,terraform_state,terrafstate444,diagnostics_logs,diagnosticsstor444,terraform_state,virtual_network,virtual_network,10.160.0.0/16,Default,network_security_group,subnet,10.160.0.0/24,"0,1",web,10.160.1.0/24,"0,1",core,10.160.2.0/24,"0,1",data,10.160.3.0/24,"0,1",activedirectory,10.160.4.0/24,"0,1","0-kv,1-stor,2-sql,3-web,4-eventH,5-aad,6-CosDb,7-Cont,8-SB",public_ip,Dynamic,key_vault,keyvault_rg,virtual_network_gateway,gatewaysubnet,10.160.255.224/27,172.16.0.0/26,danspersoanalportalroot
